Fight Outcome,Name,Knockdowns,Strikes,Takedowns,Submission Attempts,Weight Class,Title Fight,Outcome Method,Number of Rounds
1,Rafael Natal,0,36,2,0,Middleweight,0,S-DEC,3
0,Chris Camozzi,0,67,0,0,Middleweight,0,S-DEC,3
1,Chris Beal,0,45,3,1,Bantamweight,0,U-DEC,3
0,Tateki Matsuda,0,41,0,0,Bantamweight,0,U-DEC,3
1,Chas Skelly,0,13,4,7,Featherweight,0,U-DEC,3
0,Sean Soriano,0,24,0,0,Featherweight,0,U-DEC,3
1,TJ Dillashaw,1,151,2,0,Bantamweight,1,KO/TKO,5
0,Joe Soto,0,62,0,0,Bantamweight,1,KO/TKO,5
1,Tony Ferguson,0,23,0,1,Lightweight,0,S-DEC,3
0,Danny Castillo,0,23,2,1,Lightweight,0,S-DEC,3
1,Bethe Correia,0,68,0,0,Women's Bantamweight,0,KO/TKO,2
0,Shayna Baszler,0,8,1,1,Women's Bantamweight,0,KO/TKO,2
1,Diego Ferreira,1,25,0,2,Lightweight,0,KO/TKO,2
0,Ramsey Nijem,0,18,2,0,Lightweight,0,KO/TKO,2
1,Yancy Medeiros,0,29,0,2,Lightweight,0,SUB,2
0,Damon Jackson,0,20,0,0,Lightweight,0,SUB,2
1,Derek Brunson,0,12,4,1,Middleweight,0,U-DEC,3
0,Lorenz Larkin,0,20,0,0,Middleweight,0,U-DEC,3
1,Anthony Hamilton,0,60,5,0,Heavyweight,0,KO/TKO,2
0,Ruan Potts,0,10,0,0,Heavyweight,0,KO/TKO,2
1,Chris Wade,0,0,1,1,Lightweight,0,SUB,1
0,Cain Carrizosa,0,0,0,0,Lightweight,0,SUB,1
1,Rafael Dos Anjos,1,18,0,0,Lightweight,0,KO/TKO,1
0,Benson Henderson,0,10,0,0,Lightweight,0,KO/TKO,1
1,Jordan Mein,1,10,0,0,Welterweight,0,KO/TKO,1
0,Mike Pyle,0,2,0,0,Welterweight,0,KO/TKO,1
1,Thales Leites,1,18,0,0,Middleweight,0,KO/TKO,2
0,Francis Carmont,0,18,0,0,Middleweight,0,KO/TKO,2
1,Max Holloway,0,124,0,0,Catch Weight,0,KO/TKO,3
0,Clay Collard,0,70,1,0,Catch Weight,0,KO/TKO,3
1,James Vick,1,77,0,0,Lightweight,0,U-DEC,3
0,Valmir Lazaro,0,91,4,0,Lightweight,0,U-DEC,3
1,Chas Skelly,0,2,1,1,Featherweight,0,SUB,1
0,Tom Niinimaki,0,1,0,1,Featherweight,0,SUB,1
1,Neil Magny,0,39,3,0,Welterweight,0,U-DEC,3
0,Alex Garcia,0,5,3,0,Welterweight,0,U-DEC,3
1,Beneil Dariush,0,26,2,1,Lightweight,0,SUB,2
0,Anthony Rocco Martin,0,34,1,0,Lightweight,0,SUB,2
1,Matt Hobar,0,63,6,0,Bantamweight,0,U-DEC,3
0,Aaron Phillips,0,38,0,0,Bantamweight,0,U-DEC,3
1,Ben Saunders,0,4,0,2,Welterweight,0,SUB,1
0,Chris Heatherly,0,4,1,0,Welterweight,0,SUB,1
1,Wilson Reis,0,22,9,1,Flyweight,0,U-DEC,3
0,Joby Sanchez,1,20,0,0,Flyweight,0,U-DEC,3
1,Michael Bisping,1,92,0,0,Middleweight,0,KO/TKO,4
0,Cung Le,0,38,0,0,Middleweight,0,KO/TKO,4
1,Tyron Woodley,1,13,0,0,Welterweight,0,KO/TKO,1
0,Dong Hyun Kim,0,2,0,0,Welterweight,0,KO/TKO,1
1,Zhang Lipeng,0,19,2,1,Lightweight,0,U-DEC,3
0,Brendan O'Reilly,0,15,0,0,Lightweight,0,U-DEC,3
1,Guangyou Ning,0,31,2,1,Featherweight,1,U-DEC,3
0,Jianping Yang,0,21,1,0,Featherweight,1,U-DEC,3
1,Sai Wang,0,64,0,0,Welterweight,0,U-DEC,3
0,Danny Mitchell,0,58,0,1,Welterweight,0,U-DEC,3
1,Alberto Mina,1,34,0,0,Welterweight,0,KO/TKO,1
0,Shinsho Anzai,0,31,1,0,Welterweight,0,KO/TKO,1
1,Yuta Sasaki,0,5,0,1,Bantamweight,0,SUB,1
0,Roland Delorme,0,1,0,0,Bantamweight,0,SUB,1
1,Colby Covington,0,11,2,0,Welterweight,0,KO/TKO,1
0,Anying Wang,0,0,0,0,Welterweight,0,KO/TKO,1
1,Royston Wee,0,18,3,0,Bantamweight,0,S-DEC,3
0,Yao Zhikui,0,27,0,0,Bantamweight,0,S-DEC,3
1,Milana Dudieva,0,11,2,0,Women's Bantamweight,0,S-DEC,3
0,Elizabeth Phillips,0,25,0,0,Women's Bantamweight,0,S-DEC,3
1,Ryan Bader,0,24,9,1,Light Heavyweight,0,U-DEC,5
0,Ovince Saint Preux,0,24,2,0,Light Heavyweight,0,U-DEC,5
1,Ross Pearson,1,26,0,0,Lightweight,0,KO/TKO,2
0,Gray Maynard,0,15,2,0,Lightweight,0,KO/TKO,2
1,Tim Boetsch,2,14,1,0,Middleweight,0,KO/TKO,2
0,Brad Tavares,0,24,0,0,Middleweight,0,KO/TKO,2
1,Alan Jouban,1,25,0,0,Welterweight,0,KO/TKO,1
0,Seth Baczynski,0,25,1,0,Welterweight,0,KO/TKO,1
1,Shawn Jordan,0,32,3,0,Heavyweight,0,KO/TKO,3
0,Jack May,0,20,0,0,Heavyweight,0,KO/TKO,3
1,Thiago Tavares,0,18,2,1,Featherweight,0,SUB,1
0,Robert Peralta,0,0,0,0,Featherweight,0,SUB,1
1,Jussier Formiga,0,11,2,0,Flyweight,0,U-DEC,3
0,Zach Makovsky,0,25,1,0,Flyweight,0,U-DEC,3
1,Sara McMann,0,38,5,0,Women's Bantamweight,0,S-DEC,3
0,Lauren Murphy,0,48,0,0,Women's Bantamweight,0,S-DEC,3
1,Tom Watson,0,85,0,0,Middleweight,0,U-DEC,3
0,Sam Alvey,0,82,0,0,Middleweight,0,U-DEC,3
1,Frankie Saenz,0,67,5,0,Bantamweight,0,U-DEC,3
0,Nolan Ticman,0,25,0,0,Bantamweight,0,U-DEC,3
1,Robbie Lawler,0,80,2,0,Welterweight,0,U-DEC,5
0,Matt Brown,0,82,2,0,Welterweight,0,U-DEC,5
1,Anthony Johnson,1,8,0,0,Light Heavyweight,0,KO/TKO,1
0,Rogerio Nogueira,0,0,0,0,Light Heavyweight,0,KO/TKO,1
1,Dennis Bermudez,0,47,2,1,Featherweight,0,SUB,2
0,Clay Guida,0,28,0,0,Featherweight,0,SUB,2
1,Bobby Green,0,59,0,0,Lightweight,0,S-DEC,3
0,Josh Thomson,0,45,0,0,Lightweight,0,S-DEC,3
1,Jorge Masvidal,0,51,2,2,Lightweight,0,U-DEC,3
0,Daron Cruickshank,1,19,2,1,Lightweight,0,U-DEC,3
1,Patrick Cummins,0,73,10,0,Light Heavyweight,0,U-DEC,3
0,Kyle Kingsbury,0,22,0,0,Light Heavyweight,0,U-DEC,3
1,Tim Means,0,85,1,0,Welterweight,0,U-DEC,3
0,Hernani Perpetuo,0,61,0,0,Welterweight,0,U-DEC,3
1,Mike de la Torre,0,6,0,0,Featherweight,0,Overturned,1
0,Brian Ortega,0,3,1,2,Featherweight,0,Overturned,1
1,Tiago dos Santos e Silva,0,62,0,0,Lightweight,0,U-DEC,3
0,Akbarh Arreola,0,30,2,0,Lightweight,0,U-DEC,3
1,Gilbert Burns,0,44,2,0,Welterweight,0,U-DEC,3
0,Andreas Stahl,0,41,0,0,Welterweight,0,U-DEC,3
1,Joanna Jedrzejczyk,0,46,0,0,Women's Strawweight,0,U-DEC,3
0,Juliana Lima,0,18,1,0,Women's Strawweight,0,U-DEC,3
1,Noad Lahat,0,26,4,2,Featherweight,0,U-DEC,3
0,Steven Siler,0,35,0,0,Featherweight,0,U-DEC,3
1,Conor McGregor,1,18,1,0,Featherweight,0,KO/TKO,1
0,Diego Brandao,0,9,0,1,Featherweight,0,KO/TKO,1
1,Gunnar Nelson,0,13,1,1,Welterweight,0,SUB,2
0,Zak Cummings,0,18,0,0,Welterweight,0,SUB,2
1,Ian McCall,0,56,3,0,Flyweight,0,U-DEC,3
0,Brad Pickett,0,22,0,0,Flyweight,0,U-DEC,3
1,Norman Parke,0,34,2,0,Lightweight,0,KO/TKO,2
0,Naoyuki Kotani,0,8,0,0,Lightweight,0,KO/TKO,2
1,Ilir Latifi,0,16,1,0,Light Heavyweight,0,KO/TKO,1
0,Chris Dempsey,0,1,0,0,Light Heavyweight,0,KO/TKO,1
1,Neil Seery,1,60,2,0,Flyweight,0,U-DEC,3
0,Phil Harris,0,40,2,0,Flyweight,0,U-DEC,3
1,Cathal Pendred,0,11,3,1,Middleweight,0,SUB,2
0,Mike King,1,38,1,2,Middleweight,0,SUB,2
1,Trevor Smith,0,42,2,2,Middleweight,0,U-DEC,3
0,Tor Troeng,0,26,1,0,Middleweight,0,U-DEC,3
1,Nikita Krylov,0,42,0,0,Light Heavyweight,0,KO/TKO,1
0,Cody Donovan,1,21,1,2,Light Heavyweight,0,KO/TKO,1
1,Paddy Holohan,1,10,0,1,Flyweight,0,SUB,1
0,Josh Sampo,0,3,0,1,Flyweight,0,SUB,1
1,Donald Cerrone,1,37,0,0,Lightweight,0,KO/TKO,2
0,Jim Miller,0,30,1,0,Lightweight,0,KO/TKO,2
1,Edson Barboza,1,10,0,0,Lightweight,0,KO/TKO,1
0,Evan Dunham,0,10,0,0,Lightweight,0,KO/TKO,1
1,Rick Story,0,24,3,1,Welterweight,0,SUB,2
0,Leonardo Mafra,0,11,0,0,Welterweight,0,SUB,2
1,Joe Proctor,1,25,0,0,Lightweight,0,KO/TKO,2
0,Justin Salas,0,35,0,0,Lightweight,0,KO/TKO,2
1,John Lineker,1,133,2,0,Flyweight,0,KO/TKO,3
0,Alptekin Ozkilic,0,88,1,0,Flyweight,0,KO/TKO,3
1,Lucas Martins,1,53,0,0,Featherweight,0,KO/TKO,3
0,Alex White,0,42,0,0,Featherweight,0,KO/TKO,3
1,Gleison Tibau,0,44,4,0,Lightweight,0,U-DEC,3
0,Pat Healy,0,54,0,0,Lightweight,0,U-DEC,3
1,Leslie Smith,1,36,0,0,Women's Bantamweight,0,KO/TKO,1
0,Jessamyn Duke,0,16,0,0,Women's Bantamweight,0,KO/TKO,1
1,Aljamain Sterling,0,62,4,0,Bantamweight,0,KO/TKO,3
0,Hugo Viana,0,15,0,0,Bantamweight,0,KO/TKO,3
1,Yosdenis Cedeno,1,13,0,0,Lightweight,0,KO/TKO,1
0,Jerrod Sanders,0,2,0,0,Lightweight,0,KO/TKO,1
1,Claudia Gadelha,0,70,5,2,Women's Strawweight,0,U-DEC,3
0,Tina Lahdemaki,0,29,0,0,Women's Strawweight,0,U-DEC,3
1,Frankie Edgar,0,90,3,0,Featherweight,0,KO/TKO,3
0,BJ Penn,0,13,0,0,Featherweight,0,KO/TKO,3
1,Corey Anderson,0,24,2,0,Light Heavyweight,1,KO/TKO,1
0,Matt Van Buren,0,2,0,0,Light Heavyweight,1,KO/TKO,1
1,Eddie Gordon,1,22,0,0,Middleweight,1,KO/TKO,1
0,Dhiego Lima,0,5,0,0,Middleweight,1,KO/TKO,1
1,Derrick Lewis,0,6,1,0,Heavyweight,0,KO/TKO,1
0,Guto Inocente,0,6,0,0,Heavyweight,0,KO/TKO,1
1,Dustin Ortiz,0,39,2,0,Flyweight,0,S-DEC,3
0,Justin Scoggins,0,24,5,3,Flyweight,0,S-DEC,3
1,Kevin Lee,0,49,4,0,Lightweight,0,S-DEC,3
0,Jesse Ronson,0,48,1,1,Lightweight,0,S-DEC,3
1,Leandro Issa,0,44,2,3,Bantamweight,0,SUB,3
0,Jumabieke Tuerxun,0,33,0,0,Bantamweight,0,SUB,3
1,Adriano Martins,1,9,0,0,Lightweight,0,KO/TKO,1
0,Juan Manuel Puig,0,13,0,0,Lightweight,0,KO/TKO,1
1,Patrick Walsh,0,11,5,3,Light Heavyweight,0,U-DEC,3
0,Daniel Spohn,0,24,0,2,Light Heavyweight,0,U-DEC,3
1,Sarah Moras,0,15,1,0,Catch Weight,0,U-DEC,3
0,Alexis Dufresne,0,12,3,0,Catch Weight,0,U-DEC,3
1,Robert Drysdale,0,0,1,3,Light Heavyweight,0,Overturned,1
0,Keith Berish,0,0,0,0,Light Heavyweight,0,Overturned,1
1,Chris Weidman,0,65,5,0,Middleweight,1,U-DEC,5
0,Lyoto Machida,0,58,0,0,Middleweight,1,U-DEC,5
1,Ronda Rousey,0,14,1,0,Women's Bantamweight,1,KO/TKO,1
0,Alexis Davis,0,2,0,0,Women's Bantamweight,1,KO/TKO,1
1,Uriah Hall,0,42,1,1,Middleweight,0,U-DEC,3
0,Thiago Santos,0,44,0,0,Middleweight,0,U-DEC,3
1,Russell Doane,0,24,3,0,Bantamweight,0,S-DEC,3
0,Marcus Brimage,0,27,2,0,Bantamweight,0,S-DEC,3
1,Urijah Faber,0,20,5,1,Bantamweight,0,SUB,3
0,Alex Caceres,0,20,0,0,Bantamweight,0,SUB,3
1,Kenny Robertson,0,70,3,2,Welterweight,0,U-DEC,3
0,Ildemar Alcantara,0,22,1,0,Welterweight,0,U-DEC,3
1,Bruno Santos,0,25,4,0,Middleweight,0,S-DEC,3
0,Chris Camozzi,0,42,0,1,Middleweight,0,S-DEC,3
1,Rob Font,1,12,0,0,Bantamweight,0,KO/TKO,1
0,George Roop,0,10,0,0,Bantamweight,0,KO/TKO,1
1,Luke Zachrich,0,66,1,0,Middleweight,0,U-DEC,3
0,Guilherme Vasconcelos,0,49,0,0,Middleweight,0,U-DEC,3
1,Kevin Casey,1,15,0,0,Middleweight,0,Overturned,1
0,Bubba Bush,0,2,0,0,Middleweight,0,Overturned,1
1,Cub Swanson,0,87,0,0,Featherweight,0,U-DEC,5
0,Jeremy Stephens,0,65,2,0,Featherweight,0,U-DEC,5
1,Kelvin Gastelum,0,67,0,0,Welterweight,0,U-DEC,3
0,Nicholas Musoke,0,36,2,0,Welterweight,0,U-DEC,3
1,Cezar Ferreira,0,20,2,0,Middleweight,0,U-DEC,3
0,Andrew Craig,1,16,0,0,Middleweight,0,U-DEC,3
1,Ricardo Lamas,0,33,2,1,Featherweight,0,U-DEC,3
0,Hacran Dias,0,31,2,0,Featherweight,0,U-DEC,3
1,Clint Hester,0,40,1,0,Middleweight,0,S-DEC,3
0,Antonio Braga Neto,0,16,3,0,Middleweight,0,S-DEC,3
1,Joe Ellenberger,0,22,3,2,Lightweight,0,S-DEC,3
0,James Moontasri,1,35,0,0,Lightweight,0,S-DEC,3
1,Diego Ferreira,0,7,1,1,Lightweight,0,SUB,1
0,Colton Smith,0,2,0,0,Lightweight,0,SUB,1
1,Cody Gibson,1,3,0,0,Bantamweight,0,KO/TKO,1
0,Johnny Bedford,0,7,0,0,Bantamweight,0,KO/TKO,1
1,Marcelo Guimaraes,0,78,3,0,Middleweight,0,S-DEC,3
0,Andy Enz,0,42,0,0,Middleweight,0,S-DEC,3
1,Ray Borg,0,2,1,2,Flyweight,0,SUB,1
0,Shane Howell,0,0,0,0,Flyweight,0,SUB,1
1,Aleksei Oleinik,0,10,1,1,Heavyweight,0,SUB,1
0,Anthony Hamilton,0,6,0,0,Heavyweight,0,SUB,1
1,Nate Marquardt,1,17,2,1,Middleweight,0,SUB,1
0,James Te Huna,0,6,0,0,Middleweight,0,SUB,1
1,Jared Rosholt,0,43,1,0,Heavyweight,0,U-DEC,3
0,Soa Palelei,0,11,0,0,Heavyweight,0,U-DEC,3
1,Charles Oliveira,0,24,3,2,Featherweight,0,SUB,2
0,Hatsu Hioki,0,11,3,0,Featherweight,0,SUB,2
1,Robert Whittaker,0,66,1,0,Welterweight,0,U-DEC,3
0,Mike Rhodes,0,47,0,0,Welterweight,0,U-DEC,3
1,Jake Matthews,0,60,4,1,Lightweight,0,SUB,3
0,Dashon Johnson,0,11,0,1,Lightweight,0,SUB,3
1,Richie Vaculik,0,27,4,2,Flyweight,0,U-DEC,3
0,Roldan Sangcha'an,0,36,1,0,Flyweight,0,U-DEC,3
1,Vik Grujic,0,15,1,0,Welterweight,0,KO/TKO,1
0,Chris Indich,0,14,1,0,Welterweight,0,KO/TKO,1
1,Neil Magny,1,30,2,0,Welterweight,0,KO/TKO,2
0,Rodrigo de Lima,0,5,1,2,Welterweight,0,KO/TKO,2
1,Dan Hooker,0,12,0,0,Featherweight,0,KO/TKO,1
0,Ian Entwistle,0,1,0,3,Featherweight,0,KO/TKO,1
1,Gian Villante,0,93,0,0,Light Heavyweight,0,S-DEC,3
0,Sean O'Connell,1,109,0,2,Light Heavyweight,0,S-DEC,3
1,Demetrious Johnson,0,133,0,0,Flyweight,1,U-DEC,5
0,Ali Bagautinov,0,36,2,0,Flyweight,1,U-DEC,5
1,Rory MacDonald,0,49,1,0,Welterweight,0,U-DEC,3
0,Tyron Woodley,0,26,0,0,Welterweight,0,U-DEC,3
1,Ryan Bader,0,53,7,0,Light Heavyweight,0,U-DEC,3
0,Rafael Cavalcante,0,10,0,0,Light Heavyweight,0,U-DEC,3
1,Andrei Arlovski,0,12,0,0,Heavyweight,0,S-DEC,3
0,Brendan Schaub,0,30,1,0,Heavyweight,0,S-DEC,3
1,Ovince Saint Preux,0,14,2,1,Light Heavyweight,0,KO/TKO,2
0,Ryan Jimmo,0,15,0,0,Light Heavyweight,0,KO/TKO,2
1,Kiichi Kunimoto,0,5,1,1,Welterweight,0,SUB,1
0,Daniel Sarafian,0,3,0,1,Welterweight,0,SUB,1
1,Valerie Letourneau,0,104,0,0,Women's Bantamweight,0,S-DEC,3
0,Elizabeth Phillips,0,67,0,0,Women's Bantamweight,0,S-DEC,3
1,Yves Jabouin,0,60,5,0,Bantamweight,0,U-DEC,3
0,Mike Easton,0,42,0,0,Bantamweight,0,U-DEC,3
1,Tae Hyun Bang,2,34,0,0,Lightweight,0,KO/TKO,3
0,Kajan Johnson,0,29,4,0,Lightweight,0,KO/TKO,3
1,Michinori Tanaka,0,21,3,1,Bantamweight,0,U-DEC,3
0,Roland Delorme,0,2,1,0,Bantamweight,0,U-DEC,3
1,Jason Saggo,0,10,2,0,Lightweight,0,KO/TKO,1
0,Josh Shockley,0,6,0,1,Lightweight,0,KO/TKO,1
1,Benson Henderson,1,26,1,2,Lightweight,0,SUB,4
0,Rustam Khabilov,0,18,6,0,Lightweight,0,SUB,4
1,Diego Sanchez,0,33,0,0,Lightweight,0,S-DEC,3
0,Ross Pearson,1,51,1,0,Lightweight,0,S-DEC,3
1,John Dodson,1,27,1,0,Flyweight,0,KO/TKO,2
0,John Moraga,0,8,0,0,Flyweight,0,KO/TKO,2
1,Rafael Dos Anjos,1,36,2,3,Lightweight,0,KO/TKO,2
0,Jason High,0,24,3,0,Lightweight,0,KO/TKO,2
1,Piotr Hallmann,0,56,4,1,Lightweight,0,SUB,3
0,Yves Edwards,0,27,1,0,Lightweight,0,SUB,3
1,Bryan Caraway,0,7,2,2,Bantamweight,0,SUB,2
0,Erik Perez,0,10,1,0,Bantamweight,0,SUB,2
1,Sergio Pettis,0,54,0,0,Bantamweight,0,U-DEC,3
0,Yaotzin Meza,0,43,1,0,Bantamweight,0,U-DEC,3
1,Lance Benoist,0,56,2,0,Welterweight,0,U-DEC,3
0,Bobby Voelker,0,37,0,0,Welterweight,0,U-DEC,3
1,Scott Jorgensen,0,40,10,0,Flyweight,0,U-DEC,3
0,Danny Martinez,1,47,0,0,Flyweight,0,U-DEC,3
1,Jon Tuck,0,46,3,0,Lightweight,0,KO/TKO,3
0,Jake Lindsey,0,49,0,0,Lightweight,0,KO/TKO,3
1,Patrick Cummins,0,32,3,1,Light Heavyweight,0,KO/TKO,2
0,Roger Narvaez,0,3,0,0,Light Heavyweight,0,KO/TKO,2
1,Stipe Miocic,1,8,0,0,Heavyweight,0,KO/TKO,1
0,Fabio Maldonado,0,2,0,0,Heavyweight,0,KO/TKO,1
1,Antonio Carlos Junior,0,19,5,1,Heavyweight,1,U-DEC,3
0,Vitor Miranda,0,21,0,0,Heavyweight,1,U-DEC,3
1,Warlley Alves,1,19,2,1,Middleweight,1,SUB,3
0,Marcio Alexandre Junior,0,8,0,0,Middleweight,1,SUB,3
1,Demian Maia,1,29,2,0,Welterweight,0,U-DEC,3
0,Alexander Yakovlev,0,22,1,0,Welterweight,0,U-DEC,3
1,Robert Peralta,0,51,1,0,Featherweight,0,S-DEC,3
0,Rony Jason,0,30,2,1,Featherweight,0,S-DEC,3
1,Rashid Magomedov,1,63,0,0,Lightweight,0,U-DEC,3
0,Rodrigo Damm,0,37,0,0,Lightweight,0,U-DEC,3
1,Elias Silverio,0,65,1,1,Lightweight,0,SUB,3
0,Ernest Chavez,0,54,0,0,Lightweight,0,SUB,3
1,Gasan Umalatov,0,24,1,0,Welterweight,0,U-DEC,3
0,Paulo Thiago,0,42,1,0,Welterweight,0,U-DEC,3
1,Edimilson Souza,0,79,0,0,Featherweight,0,KO/TKO,2
0,Mark Eddiva,0,54,0,0,Featherweight,0,KO/TKO,2
1,Ricardo Abreu,2,33,0,1,Middleweight,0,SUB,2
0,Wagner Silva,0,17,0,0,Middleweight,0,SUB,2
1,Marcos Rogerio de Lima,1,7,0,0,Heavyweight,0,KO/TKO,1
0,Richardson Moreira,0,3,0,0,Heavyweight,0,KO/TKO,1
1,Pedro Munhoz,0,24,2,1,Bantamweight,0,KO/TKO,1
0,Matt Hobar,0,7,0,0,Bantamweight,0,KO/TKO,1
1,Gegard Mousasi,0,18,0,2,Middleweight,0,SUB,1
0,Mark Munoz,0,3,0,0,Middleweight,0,SUB,1
1,CB Dollaway,1,44,3,0,Middleweight,0,U-DEC,3
0,Francis Carmont,0,29,1,1,Middleweight,0,U-DEC,3
1,Sean Strickland,0,48,1,0,Middleweight,0,S-DEC,3
0,Luke Barnatt,0,44,0,0,Middleweight,0,S-DEC,3
1,Niklas Backstrom,0,5,0,2,Featherweight,0,SUB,1
0,Tom Niinimaki,0,7,2,0,Featherweight,0,SUB,1
1,Nick Hein,0,50,2,0,Lightweight,0,U-DEC,3
0,Drew Dober,0,49,0,0,Lightweight,0,U-DEC,3
1,Magnus Cedenblad,0,17,3,1,Middleweight,0,SUB,2
0,Krzysztof Jotko,0,15,0,0,Middleweight,0,SUB,2
1,Iuri Alcantara,1,5,0,0,Bantamweight,0,KO/TKO,1
0,Vaughan Lee,0,4,0,0,Bantamweight,0,KO/TKO,1
1,Peter Sobotta,0,47,3,0,Welterweight,0,U-DEC,3
0,Pawel Pawlak,0,21,0,0,Welterweight,0,U-DEC,3
1,Maximo Blanco,1,60,1,0,Featherweight,0,U-DEC,3
0,Andy Ogle,0,44,1,0,Featherweight,0,U-DEC,3
1,Ruslan Magomedov,0,47,0,0,Heavyweight,0,U-DEC,3
0,Viktor Pesta,0,26,1,0,Heavyweight,0,U-DEC,3
1,TJ Dillashaw,2,140,0,2,Bantamweight,1,KO/TKO,5
0,Renan Barao,0,64,0,0,Bantamweight,1,KO/TKO,5
1,Daniel Cormier,0,50,3,2,Light Heavyweight,0,SUB,3
0,Dan Henderson,0,6,0,0,Light Heavyweight,0,SUB,3
1,Robbie Lawler,1,68,0,0,Welterweight,0,KO/TKO,3
0,Jake Ellenberger,0,29,2,0,Welterweight,0,KO/TKO,3
1,Takeya Mizugaki,1,35,0,0,Bantamweight,0,U-DEC,3
0,Francisco Rivera,0,41,3,1,Bantamweight,0,U-DEC,3
1,James Krause,0,22,0,0,Lightweight,0,KO/TKO,1
0,Jamie Varner,0,7,1,0,Lightweight,0,KO/TKO,1
1,Michael Chiesa,0,19,2,0,Lightweight,0,U-DEC,3
0,Francisco Trinaldo,0,13,0,1,Lightweight,0,U-DEC,3
1,Tony Ferguson,1,38,1,1,Lightweight,0,KO/TKO,1
0,Katsunori Kikuno,0,22,0,0,Lightweight,0,KO/TKO,1
1,Chris Holdsworth,0,26,4,2,Bantamweight,0,U-DEC,3
0,Chico Camus,0,25,0,0,Bantamweight,0,U-DEC,3
1,Mitch Clarke,0,8,0,1,Lightweight,0,SUB,2
0,Al Iaquinta,0,13,1,2,Lightweight,0,SUB,2
1,Vinc Pichel,0,57,8,0,Lightweight,0,U-DEC,3
0,Anthony Njokuani,0,24,0,0,Lightweight,0,U-DEC,3
1,Sam Sicilia,0,37,5,1,Featherweight,0,U-DEC,3
0,Aaron Phillips,0,18,0,1,Featherweight,0,U-DEC,3
1,Li Jingliang,0,61,2,0,Welterweight,0,S-DEC,3
0,David Michaud,0,41,3,2,Welterweight,0,S-DEC,3
1,Matt Brown,0,118,5,4,Welterweight,0,KO/TKO,3
0,Erick Silva,1,25,0,1,Welterweight,0,KO/TKO,3
1,Constantinos Philippou,1,15,0,0,Middleweight,0,KO/TKO,1
0,Lorenz Larkin,0,16,0,0,Middleweight,0,KO/TKO,1
1,Daron Cruickshank,1,24,0,0,Lightweight,0,KO/TKO,1
0,Erik Koch,0,6,0,0,Lightweight,0,KO/TKO,1
1,Neil Magny,0,29,4,0,Welterweight,0,U-DEC,3
0,Tim Means,0,30,3,1,Welterweight,0,U-DEC,3
1,Soa Palelei,0,5,1,0,Heavyweight,0,KO/TKO,1
0,Ruan Potts,0,0,0,2,Heavyweight,0,KO/TKO,1
1,Chris Cariaso,0,64,2,4,Flyweight,0,S-DEC,3
0,Louis Smolka,0,42,1,0,Flyweight,0,S-DEC,3
1,Ed Herman,0,51,1,0,Middleweight,0,U-DEC,3
0,Rafael Natal,0,35,1,0,Middleweight,0,U-DEC,3
1,Kyoji Horiguchi,1,65,2,0,Flyweight,0,U-DEC,3
0,Darrell Montague,0,26,1,2,Flyweight,0,U-DEC,3
1,Zak Cummings,0,28,3,1,Welterweight,0,U-DEC,3
0,Yan Cabral,0,23,1,2,Welterweight,0,U-DEC,3
1,Johnny Eduardo,1,11,0,0,Bantamweight,0,KO/TKO,1
0,Eddie Wineland,0,6,0,0,Bantamweight,0,KO/TKO,1
1,Nik Lentz,0,52,4,0,Featherweight,0,U-DEC,3
0,Manvel Gamburyan,0,28,1,1,Featherweight,0,U-DEC,3
1,Justin Salas,1,20,0,0,Lightweight,0,KO/TKO,1
0,Ben Wall,0,4,0,0,Lightweight,0,KO/TKO,1
1,Albert Tumenov,2,6,0,0,Welterweight,0,KO/TKO,1
0,Anthony Lapsley,0,2,0,0,Welterweight,0,KO/TKO,1
1,Jon Jones,0,138,3,2,Light Heavyweight,1,U-DEC,5
0,Glover Teixeira,0,53,0,0,Light Heavyweight,1,U-DEC,5
1,Anthony Johnson,0,45,0,0,Light Heavyweight,0,U-DEC,3
0,Phil Davis,0,21,0,0,Light Heavyweight,0,U-DEC,3
1,Luke Rockhold,0,4,0,2,Middleweight,0,SUB,1
0,Tim Boetsch,0,1,0,0,Middleweight,0,SUB,1
1,Jim Miller,0,5,0,1,Lightweight,0,SUB,1
0,Yancy Medeiros,0,9,0,0,Lightweight,0,SUB,1
1,Max Holloway,0,47,0,2,Featherweight,0,SUB,3
0,Andre Fili,0,44,3,0,Featherweight,0,SUB,3
1,Joseph Benavidez,0,9,0,1,Flyweight,0,SUB,1
0,Tim Elliott,0,16,3,0,Flyweight,0,SUB,1
1,Takanori Gomi,0,130,0,0,Lightweight,0,U-DEC,3
0,Isaac Vallie-Flagg,0,107,1,0,Lightweight,0,U-DEC,3
1,Bethe Correia,0,91,0,0,Women's Bantamweight,0,U-DEC,3
0,Jessamyn Duke,0,54,1,0,Women's Bantamweight,0,U-DEC,3
1,Danny Castillo,1,16,0,0,Lightweight,0,KO/TKO,2
0,Charlie Brenneman,0,13,2,0,Lightweight,0,KO/TKO,2
1,Chris Beal,1,19,0,0,Bantamweight,0,KO/TKO,2
0,Patrick Williams,0,14,2,0,Bantamweight,0,KO/TKO,2
1,Fabricio Werdum,0,121,2,0,Heavyweight,0,U-DEC,5
0,Travis Browne,0,60,0,0,Heavyweight,0,U-DEC,5
