Fight Outcome,Name,Knockdowns,Strikes,Takedowns,Submission Attempts,Weight Class,Title Fight,Outcome Method,Number of Rounds
1,Miesha Tate,0,27,1,2,Women's Bantamweight,0,U-DEC,3
0,Liz Carmouche,0,18,5,0,Women's Bantamweight,0,U-DEC,3
1,Donald Cerrone,1,11,0,2,Lightweight,0,SUB,1
0,Edson Barboza,0,28,0,0,Lightweight,0,SUB,1
1,Yoel Romero,0,31,7,0,Middleweight,0,U-DEC,3
0,Brad Tavares,0,21,0,0,Middleweight,0,U-DEC,3
1,Khabib Nurmagomedov,0,36,6,0,Lightweight,0,U-DEC,3
0,Rafael Dos Anjos,0,20,0,0,Lightweight,0,U-DEC,3
1,Thiago Alves,0,116,0,0,Welterweight,0,U-DEC,3
0,Seth Baczynski,0,90,0,0,Welterweight,0,U-DEC,3
1,Jorge Masvidal,0,69,1,0,Lightweight,0,U-DEC,3
0,Pat Healy,0,32,2,0,Lightweight,0,U-DEC,3
1,Alex White,1,20,0,0,Featherweight,0,KO/TKO,1
0,Estevan Payan,0,10,0,0,Featherweight,0,KO/TKO,1
1,Caio Magalhaes,1,16,0,0,Middleweight,0,KO/TKO,1
0,Luke Zachrich,0,3,0,0,Middleweight,0,KO/TKO,1
1,Jordan Mein,0,46,4,0,Welterweight,0,S-DEC,3
0,Hernani Perpetuo,0,21,0,1,Welterweight,0,S-DEC,3
1,Dustin Ortiz,0,46,2,0,Flyweight,0,S-DEC,3
0,Ray Borg,0,12,5,2,Flyweight,0,S-DEC,3
1,Mirsad Bektic,0,27,2,0,Featherweight,0,M-DEC,3
0,Chas Skelly,0,19,0,0,Featherweight,0,M-DEC,3
1,Derrick Lewis,0,22,1,0,Heavyweight,0,KO/TKO,1
0,Jack May,0,5,1,0,Heavyweight,0,KO/TKO,1
1,Tim Kennedy,0,51,5,0,Middleweight,0,U-DEC,5
0,Michael Bisping,0,40,0,0,Middleweight,0,U-DEC,5
1,Patrick Cote,0,33,3,0,Welterweight,0,U-DEC,3
0,Kyle Noke,0,50,0,0,Welterweight,0,U-DEC,3
1,Elias Theodorou,0,73,3,0,Middleweight,1,KO/TKO,2
0,Sheldon Westcott,0,13,2,0,Middleweight,1,KO/TKO,2
1,Chad Laprise,0,71,0,0,Welterweight,1,S-DEC,3
0,Olivier Aubin-Mercier,0,45,2,0,Welterweight,1,S-DEC,3
1,Dustin Poirier,1,45,0,1,Featherweight,0,KO/TKO,2
0,Akira Corassani,0,24,0,0,Featherweight,0,KO/TKO,2
1,KJ Noons,1,7,0,0,Welterweight,0,KO/TKO,1
0,Sam Stout,0,5,0,0,Welterweight,0,KO/TKO,1
1,Sarah Kaufman,0,202,1,0,Women's Bantamweight,0,U-DEC,3
0,Leslie Smith,0,79,0,0,Women's Bantamweight,0,U-DEC,3
1,Ryan Jimmo,1,20,1,0,Light Heavyweight,0,KO/TKO,1
0,Sean O'Connell,0,15,0,0,Light Heavyweight,0,KO/TKO,1
1,George Roop,0,53,2,0,Bantamweight,0,U-DEC,3
0,Dustin Kimura,0,7,3,0,Bantamweight,0,U-DEC,3
1,Mark Bocek,0,70,3,0,Lightweight,0,S-DEC,3
0,Mike de la Torre,0,57,1,0,Lightweight,0,S-DEC,3
1,Nordine Taleb,0,48,4,0,Middleweight,0,U-DEC,3
0,Vik Grujic,0,4,0,0,Middleweight,0,U-DEC,3
1,Richard Walsh,0,71,5,0,Welterweight,0,U-DEC,3
0,Chris Indich,0,12,0,2,Welterweight,0,U-DEC,3
1,Mitch Gagnon,0,47,2,5,Bantamweight,0,U-DEC,3
0,Tim Gorman,0,15,0,0,Bantamweight,0,U-DEC,3
1,Roy Nelson,2,19,0,0,Heavyweight,0,KO/TKO,1
0,Antonio Rodrigo Nogueira,0,12,0,0,Heavyweight,0,KO/TKO,1
1,Clay Guida,1,47,3,0,Featherweight,0,U-DEC,3
0,Tatsuya Kawajiri,0,19,1,1,Featherweight,0,U-DEC,3
1,Ryan LaFlare,0,64,4,0,Welterweight,0,U-DEC,3
0,John Howard,1,35,1,0,Welterweight,0,U-DEC,3
1,Ramsey Nijem,2,34,1,1,Lightweight,0,KO/TKO,1
0,Beneil Dariush,0,9,0,0,Lightweight,0,KO/TKO,1
1,Jared Rosholt,0,34,3,0,Heavyweight,0,U-DEC,3
0,Daniel Omielanczuk,0,10,0,0,Heavyweight,0,U-DEC,3
1,Thales Leites,1,5,0,0,Middleweight,0,KO/TKO,1
0,Trevor Smith,0,3,0,0,Middleweight,0,KO/TKO,1
1,Jim Alers,1,36,2,0,Featherweight,0,S-DEC,3
0,Alan Omer,0,58,1,0,Featherweight,0,S-DEC,3
1,Rani Yahya,0,3,0,0,Bantamweight,0,CNC,1
0,Johnny Bedford,0,4,0,0,Bantamweight,0,CNC,1
1,Dan Henderson,1,23,0,0,Light Heavyweight,0,KO/TKO,3
0,Mauricio Rua,2,48,1,0,Light Heavyweight,0,KO/TKO,3
1,CB Dollaway,1,12,0,0,Middleweight,0,KO/TKO,1
0,Cezar Ferreira,0,3,0,0,Middleweight,0,KO/TKO,1
1,Leonardo Santos,0,26,0,0,Lightweight,0,M-DEC,3
0,Norman Parke,0,37,0,0,Lightweight,0,M-DEC,3
1,Fabio Maldonado,0,132,0,0,Light Heavyweight,0,U-DEC,3
0,Gian Villante,0,33,3,0,Light Heavyweight,0,U-DEC,3
1,Michel Prazeres,1,35,3,0,Lightweight,0,U-DEC,3
0,Mairbek Taisumov,0,26,0,0,Lightweight,0,U-DEC,3
1,Rony Jason,1,3,0,0,Featherweight,0,KO/TKO,1
0,Steven Siler,0,11,0,0,Featherweight,0,KO/TKO,1
1,Thiago Santos,1,7,0,0,Middleweight,0,KO/TKO,1
0,Ronny Markes,0,0,0,0,Middleweight,0,KO/TKO,1
1,Jussier Formiga,0,9,1,1,Flyweight,0,SUB,1
0,Scott Jorgensen,0,6,0,0,Flyweight,0,SUB,1
1,Kenny Robertson,0,9,1,1,Welterweight,0,SUB,1
0,Thiago Perpetuo,0,0,1,0,Welterweight,0,SUB,1
1,Hans Stringer,0,44,1,0,Light Heavyweight,0,S-DEC,3
0,Francimar Barroso,0,36,3,0,Light Heavyweight,0,S-DEC,3
1,Godofredo Pepey,1,5,0,0,Featherweight,0,KO/TKO,1
0,Noad Lahat,0,11,0,0,Featherweight,0,KO/TKO,1
1,Johny Hendricks,0,158,2,0,Welterweight,1,U-DEC,5
0,Robbie Lawler,0,150,0,0,Welterweight,1,U-DEC,5
1,Tyron Woodley,1,14,3,0,Welterweight,0,KO/TKO,2
0,Carlos Condit,0,13,0,1,Welterweight,0,KO/TKO,2
1,Myles Jury,0,46,3,0,Lightweight,0,U-DEC,3
0,Diego Sanchez,0,25,0,2,Lightweight,0,U-DEC,3
1,Hector Lombard,0,27,5,0,Welterweight,0,U-DEC,3
0,Jake Shields,0,4,0,1,Welterweight,0,U-DEC,3
1,Ovince Saint Preux,0,1,1,1,Light Heavyweight,0,SUB,1
0,Nikita Krylov,0,1,0,0,Light Heavyweight,0,SUB,1
1,Kelvin Gastelum,0,59,1,0,Welterweight,0,S-DEC,3
0,Rick Story,1,45,0,0,Welterweight,0,S-DEC,3
1,Jessica Andrade,0,66,3,0,Women's Bantamweight,0,S-DEC,3
0,Raquel Pennington,0,82,2,2,Women's Bantamweight,0,S-DEC,3
1,Dennis Bermudez,3,55,6,1,Featherweight,0,KO/TKO,3
0,Jimy Hettes,0,34,0,0,Featherweight,0,KO/TKO,3
1,Alex Garcia,1,61,8,0,Welterweight,0,S-DEC,3
0,Sean Spencer,0,58,0,0,Welterweight,0,S-DEC,3
1,Francisco Trevino,0,47,2,0,Lightweight,0,U-DEC,3
0,Renee Forte,0,14,5,0,Lightweight,0,U-DEC,3
1,Justin Scoggins,0,61,6,0,Flyweight,0,U-DEC,3
0,Will Campuzano,0,4,0,1,Flyweight,0,U-DEC,3
1,Sean Strickland,0,20,1,1,Middleweight,0,SUB,1
0,Robert McDaniel,0,4,1,0,Middleweight,0,SUB,1
1,Robert Whiteford,0,26,5,0,Featherweight,0,U-DEC,3
0,Daniel Pineda,0,24,1,3,Featherweight,0,U-DEC,3
1,Alexander Gustafsson,1,21,1,0,Light Heavyweight,0,KO/TKO,2
0,Jimi Manuwa,0,13,0,0,Light Heavyweight,0,KO/TKO,2
1,Michael Johnson,0,48,1,0,Lightweight,0,U-DEC,3
0,Melvin Guillard,0,22,0,0,Lightweight,0,U-DEC,3
1,Brad Pickett,0,49,4,1,Flyweight,0,U-DEC,3
0,Neil Seery,0,47,0,0,Flyweight,0,U-DEC,3
1,Gunnar Nelson,0,16,1,1,Welterweight,0,SUB,1
0,Omari Akhmedov,0,6,0,0,Welterweight,0,SUB,1
1,Ilir Latifi,0,0,1,2,Light Heavyweight,0,SUB,1
0,Cyrille Diabate,0,0,0,0,Light Heavyweight,0,SUB,1
1,Luke Barnatt,0,45,0,0,Middleweight,0,KO/TKO,1
0,Mats Nilsson,0,25,0,0,Middleweight,0,KO/TKO,1
1,Claudio Silva,0,36,3,0,Middleweight,0,U-DEC,3
0,Brad Scott,0,41,0,0,Middleweight,0,U-DEC,3
1,Igor Araujo,0,12,0,1,Welterweight,0,U-DEC,3
0,Danny Mitchell,0,18,0,5,Welterweight,0,U-DEC,3
1,Phil Harris,0,3,0,0,Flyweight,0,Overturned,1
0,Louis Gaudinot,0,2,0,1,Flyweight,0,Overturned,1
1,Dong Hyun Kim,2,27,1,0,Welterweight,0,KO/TKO,3
0,John Hathaway,0,27,1,0,Welterweight,0,KO/TKO,3
1,Zhang Lipeng,0,10,4,2,Welterweight,1,S-DEC,3
0,Sai Wang,0,31,0,0,Welterweight,1,S-DEC,3
1,Matt Mitrione,1,24,0,0,Heavyweight,0,KO/TKO,1
0,Shawn Jordan,0,15,0,0,Heavyweight,0,KO/TKO,1
1,Hatsu Hioki,0,29,4,2,Featherweight,0,U-DEC,3
0,Ivan Menjivar,1,27,0,1,Featherweight,0,U-DEC,3
1,Yui Chul Nam,3,77,1,0,Lightweight,0,S-DEC,3
0,Kazuki Tokudome,0,31,3,0,Lightweight,0,S-DEC,3
1,Vaughan Lee,0,142,0,0,Bantamweight,0,U-DEC,3
0,Nam Phan,0,24,0,0,Bantamweight,0,U-DEC,3
1,Anying Wang,0,13,0,0,Welterweight,0,KO/TKO,1
0,Albert Cheng,0,5,0,0,Welterweight,0,KO/TKO,1
1,Mark Eddiva,0,49,4,0,Featherweight,0,U-DEC,3
0,Jumabieke Tuerxun,0,12,1,2,Featherweight,0,U-DEC,3
1,Ronda Rousey,1,14,0,0,Women's Bantamweight,1,KO/TKO,1
0,Sara McMann,0,13,0,0,Women's Bantamweight,1,KO/TKO,1
1,Daniel Cormier,1,18,0,0,Light Heavyweight,0,KO/TKO,1
0,Patrick Cummins,0,8,0,0,Light Heavyweight,0,KO/TKO,1
1,Rory MacDonald,0,75,0,0,Welterweight,0,U-DEC,3
0,Demian Maia,0,51,2,0,Welterweight,0,U-DEC,3
1,Mike Pyle,0,56,4,1,Welterweight,0,KO/TKO,3
0,TJ Waldburger,0,38,0,1,Welterweight,0,KO/TKO,3
1,Stephen Thompson,1,38,0,0,Welterweight,0,KO/TKO,1
0,Robert Whittaker,0,19,0,0,Welterweight,0,KO/TKO,1
1,Alexis Davis,0,53,2,0,Women's Bantamweight,0,S-DEC,3
0,Jessica Eye,0,47,0,0,Women's Bantamweight,0,S-DEC,3
1,Raphael Assuncao,0,100,3,0,Bantamweight,0,U-DEC,3
0,Pedro Munhoz,0,33,0,1,Bantamweight,0,U-DEC,3
1,Aljamain Sterling,0,46,3,3,Bantamweight,0,U-DEC,3
0,Cody Gibson,0,18,4,1,Bantamweight,0,U-DEC,3
1,Zach Makovsky,0,34,5,0,Flyweight,0,U-DEC,3
0,Josh Sampo,0,19,0,0,Flyweight,0,U-DEC,3
1,Erik Koch,1,19,0,0,Lightweight,0,KO/TKO,1
0,Rafaello Oliveira,0,1,0,0,Lightweight,0,KO/TKO,1
1,Ernest Chavez,0,28,2,0,Lightweight,0,S-DEC,3
0,Yosdenis Cedeno,0,26,0,0,Lightweight,0,S-DEC,3
1,Lyoto Machida,0,28,1,0,Middleweight,0,U-DEC,5
0,Gegard Mousasi,0,36,0,0,Middleweight,0,U-DEC,5
1,Jacare Souza,0,16,2,3,Middleweight,0,U-DEC,3
0,Francis Carmont,0,19,0,0,Middleweight,0,U-DEC,3
1,Erick Silva,0,18,0,0,Welterweight,0,KO/TKO,1
0,Takenori Sato,0,0,0,0,Welterweight,0,KO/TKO,1
1,Nicholas Musoke,0,45,2,0,Welterweight,0,U-DEC,3
0,Viscardi Andrade,1,24,1,0,Welterweight,0,U-DEC,3
1,Charles Oliveira,0,23,3,2,Featherweight,0,SUB,3
0,Andy Ogle,0,21,1,0,Featherweight,0,SUB,3
1,Joe Proctor,0,67,0,1,Lightweight,0,U-DEC,3
0,Cristiano Marcello,0,26,1,1,Lightweight,0,U-DEC,3
1,Rodrigo Damm,0,68,1,1,Lightweight,0,U-DEC,3
0,Ivan Jorge,0,63,0,1,Lightweight,0,U-DEC,3
1,Francisco Trinaldo,0,55,1,0,Lightweight,0,S-DEC,3
0,Jesse Ronson,0,53,0,0,Lightweight,0,S-DEC,3
1,Iuri Alcantara,1,42,2,0,Bantamweight,0,S-DEC,3
0,Wilson Reis,0,23,3,0,Bantamweight,0,S-DEC,3
1,Felipe Arantes,1,39,1,1,Featherweight,0,U-DEC,3
0,Maximo Blanco,0,44,3,0,Featherweight,0,U-DEC,3
1,Ildemar Alcantara,0,50,4,0,Welterweight,0,S-DEC,3
0,Albert Tumenov,0,32,1,0,Welterweight,0,S-DEC,3
1,Zubaira Tukhugov,0,35,3,0,Featherweight,0,U-DEC,3
0,Douglas Silva de Andrade,0,27,0,0,Featherweight,0,U-DEC,3
1,Renan Barao,1,17,0,0,Bantamweight,1,KO/TKO,1
0,Urijah Faber,0,8,0,0,Bantamweight,1,KO/TKO,1
1,Jose Aldo,0,62,2,2,Featherweight,1,U-DEC,5
0,Ricardo Lamas,0,41,1,0,Featherweight,1,U-DEC,5
1,Alistair Overeem,1,62,0,0,Heavyweight,0,U-DEC,3
0,Frank Mir,0,3,1,1,Heavyweight,0,U-DEC,3
1,Ali Bagautinov,0,49,6,1,Flyweight,0,U-DEC,3
0,John Lineker,0,27,0,2,Flyweight,0,U-DEC,3
1,Abel Trujillo,1,18,0,0,Lightweight,0,KO/TKO,2
0,Jamie Varner,0,36,0,1,Lightweight,0,KO/TKO,2
1,Alan Patrick,0,40,2,0,Lightweight,0,U-DEC,3
0,John Makdessi,0,61,0,0,Lightweight,0,U-DEC,3
1,Chris Cariaso,0,73,0,0,Flyweight,0,U-DEC,3
0,Danny Martinez,0,33,5,0,Flyweight,0,U-DEC,3
1,Nick Catone,0,31,5,0,Middleweight,0,S-DEC,3
0,Tom Watson,0,50,0,0,Middleweight,0,S-DEC,3
1,Al Iaquinta,1,49,0,1,Lightweight,0,U-DEC,3
0,Kevin Lee,0,39,1,2,Lightweight,0,U-DEC,3
1,Clint Hester,1,72,2,0,Middleweight,0,U-DEC,3
0,Andy Enz,0,69,0,0,Middleweight,0,U-DEC,3
1,Rashid Magomedov,0,46,0,1,Lightweight,0,U-DEC,3
0,Anthony Rocco Martin,0,18,1,1,Lightweight,0,U-DEC,3
1,Neil Magny,0,71,1,0,Welterweight,0,U-DEC,3
0,Gasan Umalatov,0,34,2,0,Welterweight,0,U-DEC,3
1,Benson Henderson,0,46,4,1,Lightweight,0,S-DEC,5
0,Josh Thomson,0,19,4,0,Lightweight,0,S-DEC,5
1,Stipe Miocic,0,63,1,0,Heavyweight,0,U-DEC,3
0,Gabriel Gonzaga,0,29,1,0,Heavyweight,0,U-DEC,3
1,Donald Cerrone,1,16,1,0,Lightweight,0,KO/TKO,1
0,Adriano Martins,0,13,0,0,Lightweight,0,KO/TKO,1
1,Jeremy Stephens,0,40,1,0,Featherweight,0,U-DEC,3
0,Darren Elkins,0,21,0,4,Featherweight,0,U-DEC,3
1,Alex Caceres,1,53,1,1,Bantamweight,0,SUB,3
0,Sergio Pettis,0,49,1,0,Bantamweight,0,SUB,3
1,Eddie Wineland,1,54,0,0,Bantamweight,0,KO/TKO,2
0,Yves Jabouin,0,33,0,0,Bantamweight,0,KO/TKO,2
1,Chico Camus,0,12,2,1,Bantamweight,0,Overturned,3
0,Yaotzin Meza,0,12,1,0,Bantamweight,0,Overturned,3
1,Hugo Viana,1,79,0,0,Bantamweight,0,U-DEC,3
0,Ramiro Hernandez,0,40,0,0,Bantamweight,0,U-DEC,3
1,Daron Cruickshank,2,46,1,1,Lightweight,0,KO/TKO,2
0,Mike Rio,0,10,0,1,Lightweight,0,KO/TKO,2
1,George Sullivan,0,61,2,0,Welterweight,0,U-DEC,3
0,Mike Rhodes,0,51,2,1,Welterweight,0,U-DEC,3
1,Nikita Krylov,1,11,0,0,Heavyweight,0,KO/TKO,1
0,Walt Harris,0,1,0,0,Heavyweight,0,KO/TKO,1
1,Luke Rockhold,1,12,0,0,Middleweight,0,KO/TKO,1
0,Constantinos Philippou,0,4,0,0,Middleweight,0,KO/TKO,1
1,Brad Tavares,0,45,2,0,Middleweight,0,U-DEC,3
0,Lorenz Larkin,0,39,0,0,Middleweight,0,U-DEC,3
1,TJ Dillashaw,0,117,2,0,Bantamweight,0,U-DEC,3
0,Mike Easton,0,46,0,0,Bantamweight,0,U-DEC,3
1,Yoel Romero,0,60,0,0,Middleweight,0,KO/TKO,3
0,Derek Brunson,0,38,3,0,Middleweight,0,KO/TKO,3
1,John Moraga,0,43,0,1,Flyweight,0,S-DEC,3
0,Dustin Ortiz,0,35,2,0,Flyweight,0,S-DEC,3
1,Cole Miller,1,38,0,1,Featherweight,0,SUB,2
0,Sam Sicilia,0,14,0,0,Featherweight,0,SUB,2
1,Ramsey Nijem,0,46,5,1,Lightweight,0,U-DEC,3
0,Justin Edwards,0,25,0,1,Lightweight,0,U-DEC,3
1,Elias Silverio,1,81,4,0,Lightweight,0,U-DEC,3
0,Isaac Vallie-Flagg,0,21,0,0,Lightweight,0,U-DEC,3
1,Trevor Smith,0,57,1,1,Middleweight,0,S-DEC,3
0,Brian Houston,0,30,1,0,Middleweight,0,S-DEC,3
1,Louis Smolka,0,92,0,1,Flyweight,0,U-DEC,3
0,Alptekin Ozkilic,0,60,9,0,Flyweight,0,U-DEC,3
1,Vinc Pichel,0,44,8,1,Lightweight,0,U-DEC,3
0,Garett Whiteley,0,44,0,2,Lightweight,0,U-DEC,3
1,Beneil Dariush,1,9,0,1,Lightweight,0,SUB,1
0,Charlie Brenneman,0,5,0,0,Lightweight,0,SUB,1
1,Tarec Saffiedine,3,120,1,1,Welterweight,0,U-DEC,5
0,Hyun Gyu Lim,0,122,0,1,Welterweight,0,U-DEC,5
1,Tatsuya Kawajiri,0,32,3,1,Featherweight,0,SUB,2
0,Sean Soriano,0,19,0,0,Featherweight,0,SUB,2
1,Kiichi Kunimoto,0,12,0,0,Welterweight,0,DQ,1
0,Luiz Dutra,0,10,0,0,Welterweight,0,DQ,1
1,Kyung Ho Kang,0,65,2,4,Bantamweight,0,SUB,3
0,Shunichi Shimizu,0,2,0,0,Bantamweight,0,SUB,3
1,Max Holloway,2,74,0,0,Featherweight,0,KO/TKO,2
0,Will Chope,0,33,0,0,Featherweight,0,KO/TKO,2
1,Katsunori Kikuno,0,23,3,0,Lightweight,0,U-DEC,3
0,Quinn Mulhern,0,16,0,0,Lightweight,0,U-DEC,3
1,Royston Wee,0,8,6,0,Bantamweight,0,U-DEC,3
0,Dave Galera,0,25,0,2,Bantamweight,0,U-DEC,3
1,Mairbek Taisumov,0,33,5,0,Lightweight,0,U-DEC,3
0,Tae Hyun Bang,0,26,0,0,Lightweight,0,U-DEC,3
1,Dustin Kimura,0,1,0,1,Bantamweight,0,SUB,1
0,Jon Delos Reyes,1,9,1,0,Bantamweight,0,SUB,1
1,Russell Doane,0,43,0,1,Bantamweight,0,SUB,2
0,Leandro Issa,0,17,2,1,Bantamweight,0,SUB,2
1,Chris Weidman,1,20,1,1,Middleweight,1,KO/TKO,2
0,Anderson Silva,0,8,0,0,Middleweight,1,KO/TKO,2
1,Ronda Rousey,0,40,6,3,Women's Bantamweight,1,SUB,3
0,Miesha Tate,0,24,1,0,Women's Bantamweight,1,SUB,3
1,Travis Browne,0,12,0,0,Heavyweight,0,KO/TKO,1
0,Josh Barnett,0,5,0,0,Heavyweight,0,KO/TKO,1
1,Jim Miller,0,6,1,1,Lightweight,0,SUB,1
0,Fabricio Camoes,0,11,0,0,Lightweight,0,SUB,1
1,Dustin Poirier,1,44,0,0,Featherweight,0,KO/TKO,1
0,Diego Brandao,0,16,1,0,Featherweight,0,KO/TKO,1
1,Uriah Hall,1,20,0,0,Middleweight,0,KO/TKO,1
0,Chris Leben,0,11,0,0,Middleweight,0,KO/TKO,1
1,Michael Johnson,1,22,0,0,Lightweight,0,KO/TKO,2
0,Gleison Tibau,0,12,0,0,Lightweight,0,KO/TKO,2
1,Dennis Siver,0,54,2,0,Featherweight,0,Overturned,3
0,Manvel Gamburyan,0,14,3,0,Featherweight,0,Overturned,3
1,John Howard,0,47,3,0,Welterweight,0,U-DEC,3
0,Siyar Bahadurzada,0,44,1,0,Welterweight,0,U-DEC,3
1,William Macario,0,133,3,0,Welterweight,0,U-DEC,3
0,Bobby Voelker,0,61,0,0,Welterweight,0,U-DEC,3
1,Robert Peralta,1,34,2,0,Featherweight,0,KO/TKO,3
0,Estevan Payan,0,32,1,0,Featherweight,0,KO/TKO,3
1,Demetrious Johnson,1,7,0,0,Flyweight,1,KO/TKO,1
0,Joseph Benavidez,0,4,0,0,Flyweight,1,KO/TKO,1
1,Urijah Faber,1,29,1,1,Bantamweight,0,SUB,2
0,Michael McDonald,0,9,0,0,Bantamweight,0,SUB,2
1,Chad Mendes,0,35,7,1,Featherweight,0,U-DEC,3
0,Nik Lentz,0,40,0,0,Featherweight,0,U-DEC,3
1,Joe Lauzon,0,43,3,2,Lightweight,0,U-DEC,3
0,Mac Danzig,0,52,0,0,Lightweight,0,U-DEC,3
1,Ryan LaFlare,0,68,4,1,Welterweight,0,U-DEC,3
0,Court McGee,0,54,4,2,Welterweight,0,U-DEC,3
1,Edson Barboza,1,43,0,1,Lightweight,0,M-DEC,3
0,Danny Castillo,0,55,1,1,Lightweight,0,M-DEC,3
1,Bobby Green,0,80,3,0,Lightweight,0,U-DEC,3
0,Pat Healy,0,59,2,0,Lightweight,0,U-DEC,3
1,Zach Makovsky,0,26,6,1,Flyweight,0,U-DEC,3
0,Scott Jorgensen,0,31,1,1,Flyweight,0,U-DEC,3
1,Sam Stout,0,54,1,1,Lightweight,0,U-DEC,3
0,Cody McKenzie,0,31,1,0,Lightweight,0,U-DEC,3
1,Abel Trujillo,0,43,5,0,Lightweight,0,KO/TKO,2
0,Roger Bowling,0,9,0,0,Lightweight,0,KO/TKO,2
1,Alptekin Ozkilic,0,27,3,0,Flyweight,0,S-DEC,3
0,Darren Uyenoyama,0,33,2,0,Flyweight,0,S-DEC,3
1,Mark Hunt,1,103,2,0,Heavyweight,0,M-DEC,5
0,Antonio Silva,1,97,0,0,Heavyweight,0,M-DEC,5
1,Mauricio Rua,1,9,0,0,Light Heavyweight,0,KO/TKO,1
0,James Te Huna,0,1,0,0,Light Heavyweight,0,KO/TKO,1
1,Ryan Bader,0,70,3,0,Light Heavyweight,0,U-DEC,3
0,Anthony Perosh,0,9,0,0,Light Heavyweight,0,U-DEC,3
1,Soa Palelei,0,12,1,0,Heavyweight,0,KO/TKO,1
0,Pat Barry,0,1,0,0,Heavyweight,0,KO/TKO,1
1,Clint Hester,0,27,1,0,Middleweight,0,KO/TKO,2
0,Dylan Andrews,0,13,2,0,Middleweight,0,KO/TKO,2
1,Bethe Correia,0,65,1,0,Women's Bantamweight,0,S-DEC,3
0,Julie Kedzie,0,54,0,0,Women's Bantamweight,0,S-DEC,3
1,Takeya Mizugaki,0,152,3,0,Bantamweight,0,U-DEC,3
0,Nam Phan,0,100,0,0,Bantamweight,0,U-DEC,3
1,Caio Magalhaes,0,32,0,0,Middleweight,0,U-DEC,3
0,Nick Ring,0,30,3,1,Middleweight,0,U-DEC,3
1,Justin Scoggins,0,27,2,0,Flyweight,0,KO/TKO,1
0,Richie Vaculik,0,2,0,0,Flyweight,0,KO/TKO,1
1,Krzysztof Jotko,0,17,1,0,Middleweight,0,U-DEC,3
0,Bruno Santos,0,12,1,1,Middleweight,0,U-DEC,3
1,Alex Garcia,1,9,0,0,Welterweight,0,KO/TKO,1
0,Ben Wall,0,1,0,0,Welterweight,0,KO/TKO,1
1,Nate Diaz,0,33,0,0,Lightweight,0,KO/TKO,1
0,Gray Maynard,0,5,1,0,Lightweight,0,KO/TKO,1
1,Julianna Pena,0,33,2,0,Women's Bantamweight,1,KO/TKO,1
0,Jessica Rakoczy,0,4,0,0,Women's Bantamweight,1,KO/TKO,1
1,Chris Holdsworth,0,15,1,1,Bantamweight,1,SUB,2
0,Davey Grant,0,18,0,0,Bantamweight,1,SUB,2
1,Jessamyn Duke,0,123,1,3,Women's Bantamweight,0,U-DEC,3
0,Peggy Morgan,0,34,0,0,Women's Bantamweight,0,U-DEC,3
1,Raquel Pennington,0,80,1,1,Women's Bantamweight,0,U-DEC,3
0,Roxanne Modafferi,0,42,0,0,Women's Bantamweight,0,U-DEC,3
1,Akira Corassani,0,1,0,0,Featherweight,0,DQ,1
0,Maximo Blanco,0,5,1,0,Featherweight,0,DQ,1
1,Tom Niinimaki,0,17,4,0,Featherweight,0,S-DEC,3
0,Rani Yahya,0,15,2,4,Featherweight,0,S-DEC,3
1,Jared Rosholt,0,33,1,0,Heavyweight,0,U-DEC,3
0,Walt Harris,2,18,0,0,Heavyweight,0,U-DEC,3
1,Sean Spencer,0,105,0,0,Welterweight,0,U-DEC,3
0,Drew Dober,0,61,0,0,Welterweight,0,U-DEC,3
1,Josh Sampo,0,28,2,5,Flyweight,0,SUB,2
0,Ryan Benoit,0,18,0,1,Flyweight,0,SUB,2
1,Georges St-Pierre,0,101,3,1,Welterweight,1,S-DEC,5
0,Johny Hendricks,0,85,2,0,Welterweight,1,S-DEC,5
1,Rashad Evans,0,20,1,0,Light Heavyweight,0,KO/TKO,1
0,Chael Sonnen,0,3,0,0,Light Heavyweight,0,KO/TKO,1
1,Robbie Lawler,1,44,0,0,Welterweight,0,S-DEC,3
0,Rory MacDonald,0,37,4,1,Welterweight,0,S-DEC,3
1,Tyron Woodley,2,22,0,0,Welterweight,0,KO/TKO,1
0,Josh Koscheck,0,5,0,0,Welterweight,0,KO/TKO,1
1,Ali Bagautinov,0,43,1,0,Flyweight,0,U-DEC,3
0,Tim Elliott,0,48,2,1,Flyweight,0,U-DEC,3
1,Donald Cerrone,1,32,1,1,Lightweight,0,SUB,2
0,Evan Dunham,0,24,0,0,Lightweight,0,SUB,2
1,Thales Leites,0,20,3,0,Middleweight,0,U-DEC,3
0,Ed Herman,0,14,0,0,Middleweight,0,U-DEC,3
1,Rick Story,1,71,2,0,Welterweight,0,U-DEC,3
0,Brian Ebersole,0,42,0,0,Welterweight,0,U-DEC,3
1,Erik Perez,1,50,7,0,Bantamweight,0,U-DEC,3
0,Edwin Figueroa,0,18,0,0,Bantamweight,0,U-DEC,3
1,Jason High,0,5,4,4,Welterweight,0,U-DEC,3
0,Anthony Lapsley,0,8,0,0,Welterweight,0,U-DEC,3
1,Sergio Pettis,0,81,2,3,Bantamweight,0,U-DEC,3
0,Will Campuzano,0,41,4,0,Bantamweight,0,U-DEC,3
1,Gian Villante,1,43,1,0,Light Heavyweight,0,KO/TKO,2
0,Cody Donovan,0,51,0,0,Light Heavyweight,0,KO/TKO,2
